PostId,PostTypeId,AcceptedAnswerId,CreationDate,AnswerCount,ParentId,Title,CommentCount,ViewCount,Score,LastActivityDate,FavoriteCount,OwnerUserId,ClosedDate
50524,2,N/A,b'2016-08-08T02:40:54.483',N/A,50520,N/A,b'0',N/A,b'4',b'2017-06-04T10:40:12.163',N/A,b'4108',N/A
50525,2,N/A,b'2016-08-08T03:12:17.977',N/A,50519,N/A,b'1',N/A,b'4',b'2017-05-22T16:08:30.533',N/A,b'4108',N/A
50529,2,N/A,b'2016-08-08T08:28:49.630',N/A,49226,N/A,b'0',N/A,b'1',b'2016-08-08T11:20:08.573',N/A,b'15807',N/A
50533,2,N/A,b'2016-08-08T12:38:09.800',N/A,49355,N/A,b'0',N/A,b'2',b'2016-08-08T12:38:09.800',N/A,b'15807',N/A
50547,1,N/A,b'2016-08-08T23:44:36.997',b'0',N/A,b'PCR limits of detection calculate method',b'0',b'70',b'2',b'2016-08-08T23:51:21.357',N/A,b'9101',N/A
50555,1,N/A,b'2016-08-09T07:33:29.480',b'2',N/A,b'Creating a Phylogenetic tree using DNA sequences',b'7',b'1418',b'2',b'2016-08-11T08:00:13.227',b'1',b'24580',b'2016-08-25T13:55:47.237'
50562,1,N/A,b'2016-08-09T15:21:40.030',b'2',N/A,b'How to edit/insert new gene after cutting with CRISPR/cas9',b'3',b'5847',b'5',b'2017-06-07T05:38:31.260',b'6',b'25624',N/A
50564,1,b'50565',b'2016-08-09T16:24:10.353',b'1',N/A,"b""Olympic's epidemiological impact on Zika?""",b'0',b'70',b'4',b'2017-02-13T18:43:03.913',N/A,b'16866',N/A
50565,2,N/A,b'2016-08-09T17:05:43.083',N/A,50564,N/A,b'0',N/A,b'5',b'2016-08-09T17:05:43.083',N/A,b'16866',N/A
50566,2,N/A,b'2016-08-09T17:53:18.103',N/A,50562,N/A,b'0',N/A,b'0',b'2016-12-08T05:26:06.167',N/A,b'146',N/A
50567,1,N/A,b'2016-08-09T18:19:00.120',b'1',N/A,b'Figuring out if populations from two regions share the same Neanderthal haplotypes',b'0',b'171',b'3',b'2017-04-09T12:27:16.267',N/A,b'15992',N/A
50573,2,N/A,b'2016-08-10T07:29:40.410',N/A,50567,N/A,b'4',N/A,b'1',b'2016-08-12T07:49:32.540',N/A,b'15807',N/A
50575,1,N/A,b'2016-08-10T08:06:53.190',b'0',N/A,b'Formulation of Biomass reaction for metabolic model',b'2',b'111',b'2',b'2017-03-10T18:16:11.807',N/A,b'23479',b'2019-03-12T21:36:15.733'
50578,2,N/A,b'2016-08-10T08:58:45.577',N/A,50555,N/A,b'0',N/A,b'2',b'2016-08-10T08:58:45.577',N/A,b'1486',N/A
50586,1,N/A,b'2016-08-10T15:16:57.247',b'1',N/A,b'Practical utility of genes responsible for the biosynthesis of a useful compound in a plant',b'8',b'46',b'2',b'2016-09-09T17:01:51.360',b'1',b'10205',N/A
50587,2,N/A,b'2016-08-10T15:58:20.570',N/A,50586,N/A,b'2',N/A,b'2',b'2016-08-10T15:58:20.570',N/A,b'948',N/A
50606,2,N/A,b'2016-08-11T08:00:13.227',N/A,50555,N/A,b'0',N/A,b'1',b'2016-08-11T08:00:13.227',N/A,b'15807',N/A
50607,2,N/A,b'2016-08-11T08:08:50.133',N/A,49327,N/A,b'8',N/A,b'3',b'2016-08-11T12:10:55.973',N/A,b'15807',N/A
50608,1,b'50610',b'2016-08-11T08:55:04.603',b'1',N/A,b'Availability of a database containing the proteins of Vibrio cholerae and their corresponding gene sequences',b'0',b'31',b'2',b'2016-08-11T09:19:21.203',N/A,b'8835',N/A
50610,2,N/A,b'2016-08-11T09:19:21.203',N/A,50608,N/A,b'3',N/A,b'1',b'2016-08-11T09:19:21.203',N/A,b'15807',N/A
50623,2,N/A,b'2016-08-11T16:11:47.530',N/A,48759,N/A,b'0',N/A,b'0',b'2016-08-11T16:11:47.530',N/A,b'4142',N/A
50632,1,N/A,b'2016-08-11T19:19:25.830',b'2',N/A,b'how does a dna probe work in DNA fingerprinting?',b'0',b'467',b'0',b'2016-09-11T09:48:24.150',N/A,b'18796',N/A
50637,2,N/A,b'2016-08-11T21:10:18.830',N/A,50632,N/A,b'0',N/A,b'0',b'2016-08-11T21:10:18.830',N/A,b'5148',N/A
50649,2,N/A,b'2016-08-12T08:37:20.360',N/A,50632,N/A,b'0',N/A,b'1',b'2016-08-12T08:37:20.360',N/A,b'15807',N/A
50662,1,N/A,b'2016-08-12T19:49:31.017',b'2',N/A,b'What is the difficulty with cloning and genetic engineering in humans?',b'3',b'225',b'0',b'2017-06-15T21:33:31.967',N/A,b'25652',N/A
50664,2,N/A,b'2016-08-12T20:30:32.320',N/A,50662,N/A,b'4',N/A,b'2',b'2016-08-12T21:12:09.487',N/A,b'15807',N/A
50685,2,N/A,b'2016-08-13T15:13:41.997',N/A,49036,N/A,b'0',N/A,b'8',b'2020-04-30T08:13:41.033',N/A,b'1306',N/A
50690,1,N/A,b'2016-08-13T19:17:36.673',b'2',N/A,b'Sources of Mutations',b'3',b'60',b'0',b'2016-08-13T21:30:21.457',N/A,b'14587',b'2016-08-16T10:30:27.080'
50692,2,N/A,b'2016-08-13T19:26:07.063',N/A,50690,N/A,b'1',N/A,b'1',b'2016-08-13T19:26:07.063',N/A,b'25027',N/A
50696,2,N/A,b'2016-08-13T21:30:21.457',N/A,50690,N/A,b'0',N/A,b'1',b'2016-08-13T21:30:21.457',N/A,b'14587',N/A
50704,2,N/A,b'2016-08-14T10:38:48.170',N/A,23622,N/A,b'0',N/A,b'1',b'2016-08-15T17:36:38.627',N/A,b'25054',N/A
50718,1,b'50761',b'2016-08-14T19:32:35.227',b'2',N/A,b'How can there be a one-to-one correspondence between RNA and genes?',b'4',b'181',b'1',b'2016-08-16T13:30:32.363',N/A,b'25720',N/A
50719,2,N/A,b'2016-08-14T19:49:48.607',N/A,50718,N/A,b'4',N/A,b'0',b'2016-08-14T20:06:36.847',N/A,b'4108',N/A
50722,1,b'50723',b'2016-08-14T22:49:51.823',b'1',N/A,b'What is the gene corresponding to MIR382 RNA molecule?',b'2',b'47',b'-2',b'2016-08-15T00:24:23.217',N/A,b'25720',b'2016-08-16T09:06:42.900'
50723,2,N/A,b'2016-08-15T00:22:59.677',N/A,50722,N/A,b'4',N/A,b'0',b'2016-08-15T00:24:23.217',N/A,b'25027',N/A
50755,1,N/A,b'2016-08-16T11:35:18.107',b'4',N/A,b'Sequencing two strands of dna',b'4',b'948',b'1',b'2017-03-19T19:34:16.583',b'1',b'25749',N/A
50759,2,N/A,b'2016-08-16T13:04:52.877',N/A,50755,N/A,b'4',N/A,b'0',b'2016-08-16T14:34:55.537',N/A,b'15807',N/A
50760,1,N/A,b'2016-08-16T13:16:23.543',b'0',N/A,b'DNA Sequencing and genotyping',b'2',b'33',b'0',b'2016-08-16T13:23:57.717',b'0',b'25749',b'2016-08-16T13:56:01.547'
50761,2,N/A,b'2016-08-16T13:30:32.363',N/A,50718,N/A,b'0',N/A,b'2',b'2016-08-16T13:30:32.363',N/A,b'1306',N/A
50766,1,b'50776',b'2016-08-16T16:03:53.593',b'1',N/A,"b'What is the attachment after this gene name, following the comma: SULF1,hCG18956?'",b'0',b'101',b'3',b'2016-08-16T19:16:11.327',N/A,b'25720',N/A
50776,2,N/A,b'2016-08-16T19:16:11.327',N/A,50766,N/A,b'0',N/A,b'3',b'2016-08-16T19:16:11.327',N/A,b'8809',N/A
50778,1,N/A,b'2016-08-16T20:17:28.810',b'0',N/A,b'How to tell if/how allele frequencies change (USABO question)',b'1',b'146',b'2',b'2016-08-16T20:17:28.810',N/A,b'25648',N/A
50788,1,b'50798',b'2016-08-17T05:22:37.110',b'4',N/A,b'Is post-transcriptional regulation of gene expression an epigenetic process?',b'0',b'1141',b'4',b'2016-08-18T09:58:24.673',N/A,b'5054',N/A
50791,2,N/A,b'2016-08-17T06:31:16.783',N/A,50788,N/A,b'1',N/A,b'1',b'2016-08-17T16:44:16.253',N/A,b'1590',N/A
50793,2,N/A,b'2016-08-17T07:30:17.363',N/A,50788,N/A,b'9',N/A,b'-1',b'2016-08-17T11:05:30.990',N/A,b'15138',N/A
50794,2,N/A,b'2016-08-17T07:58:55.430',N/A,50788,N/A,b'0',N/A,b'-1',b'2016-08-17T07:58:55.430',N/A,b'15807',N/A
50798,2,N/A,b'2016-08-17T08:36:57.847',N/A,50788,N/A,b'10',N/A,b'2',b'2016-08-18T09:58:24.673',N/A,b'3340',N/A
50824,1,N/A,b'2016-08-18T08:51:16.117',b'2',N/A,b'How do you compare unpaired biological replicates?',b'8',b'516',b'2',b'2016-08-19T04:45:21.483',N/A,b'25796',N/A
50825,2,N/A,b'2016-08-18T09:39:05.193',N/A,50824,N/A,b'4',N/A,b'1',b'2016-08-18T09:39:05.193',N/A,b'15807',N/A
50828,2,N/A,b'2016-08-18T11:19:53.727',N/A,50824,N/A,b'6',N/A,b'2',b'2016-08-19T04:45:21.483',N/A,b'3340',N/A
50847,1,N/A,b'2016-08-19T00:55:50.083',b'1',N/A,"b""What's the determinant of the male-biased birth sex ratio in humans?""",b'3',b'226',b'4',b'2017-03-13T14:42:06.430',b'1',b'19818',b'2016-11-29T05:35:28.150'
50848,1,N/A,b'2016-08-19T03:44:24.067',b'1',N/A,b'Do free computer programs exist that can simulate drug permeability in bacterial membranes?',b'2',b'115',b'6',b'2017-09-10T23:47:00.773',b'1',b'25814',N/A
50849,2,N/A,b'2016-08-19T04:13:32.860',N/A,50848,N/A,b'2',N/A,b'3',b'2016-08-20T17:05:23.547',N/A,b'3553',N/A
50854,2,N/A,b'2016-08-19T08:16:06.917',N/A,50847,N/A,b'2',N/A,b'6',b'2016-08-19T09:25:04.197',N/A,b'1590',N/A
50867,1,b'51683',b'2016-08-19T18:57:36.290',b'4',N/A,"b'Picking up Plasmid DNA using Nanodrop, but not using Electrophoresis'",b'3',b'624',b'5',b'2016-09-21T16:33:55.093',N/A,b'21277',N/A
50871,2,N/A,b'2016-08-20T00:17:38.677',N/A,50867,N/A,b'0',N/A,b'1',b'2016-08-20T00:17:38.677',N/A,b'10456',N/A
50884,1,N/A,b'2016-08-20T13:54:16.930',b'1',N/A,b'Two sets of chromosome and the sequencing output',b'4',b'460',b'2',b'2016-10-23T01:07:00.550',b'1',b'25749',N/A
50886,2,N/A,b'2016-08-20T16:21:44.520',N/A,50884,N/A,b'11',N/A,b'4',b'2016-08-20T16:21:44.520',N/A,b'948',N/A
50887,2,N/A,b'2016-08-20T17:16:07.623',N/A,50755,N/A,b'0',N/A,b'1',b'2016-08-20T17:24:32.060',N/A,b'25027',N/A
50894,2,N/A,b'2016-08-21T07:10:35.797',N/A,39349,N/A,b'0',N/A,b'1',b'2016-08-21T20:08:48.420',N/A,b'1590',N/A
50906,1,N/A,b'2016-08-21T21:32:06.367',b'4',N/A,b'How to get started in bioinformatics',b'12',b'769',b'0',b'2016-08-22T13:15:33.100',b'2',b'25391',b'2016-08-22T20:51:40.233'
50908,2,N/A,b'2016-08-21T21:58:01.623',N/A,50906,N/A,b'1',N/A,b'1',b'2016-08-21T22:11:16.183',N/A,b'25027',N/A
50909,2,N/A,b'2016-08-21T22:02:54.173',N/A,50906,N/A,b'4',N/A,b'1',b'2016-08-21T22:06:11.887',N/A,b'22057',N/A
50913,2,N/A,b'2016-08-22T04:31:06.227',N/A,44567,N/A,b'0',N/A,b'1',b'2016-08-22T04:31:06.227',N/A,b'3553',N/A
50926,2,N/A,b'2016-08-22T12:12:54.420',N/A,50906,N/A,b'0',N/A,b'0',b'2016-08-22T12:12:54.420',N/A,b'22956',N/A
50927,2,N/A,b'2016-08-22T13:15:33.100',N/A,50906,N/A,b'1',N/A,b'0',b'2016-08-22T13:15:33.100',N/A,b'14852',N/A
50930,1,N/A,b'2016-08-22T15:41:59.797',b'0',N/A,b'Merge NCBI and Ensembl data',b'0',b'43',b'1',b'2016-08-24T11:56:32.173',N/A,b'25438',N/A
50931,1,N/A,b'2016-08-22T16:40:45.260',b'1',N/A,b'How to interpret Glimmer scores?',b'0',b'218',b'3',b'2016-08-22T21:49:11.647',N/A,b'22824',N/A
50943,2,N/A,b'2016-08-22T21:38:09.730',N/A,50931,N/A,b'2',N/A,b'-2',b'2016-08-22T21:49:11.647',N/A,b'19829',N/A
50964,1,N/A,b'2016-08-23T16:31:55.367',b'1',N/A,b'Concept and analysis of Pedigree',b'0',b'400',b'3',b'2017-02-20T15:17:57.483',b'1',b'16460',N/A
50966,2,N/A,b'2016-08-23T17:23:38.053',N/A,39349,N/A,b'0',N/A,b'0',b'2016-08-23T17:23:38.053',N/A,b'5148',N/A
50972,2,N/A,b'2016-08-23T19:33:51.520',N/A,50964,N/A,b'1',N/A,b'1',b'2016-08-23T19:33:51.520',N/A,b'19829',N/A
50992,1,b'53445',b'2016-08-24T13:29:16.403',b'1',N/A,b'Where do I find standard tissue and cell names?',b'2',b'35',b'0',b'2016-11-17T05:03:25.797',N/A,b'25921',N/A
51002,1,b'51007',b'2016-08-24T20:56:57.013',b'1',N/A,b'Summary statistic that can distinguish between migration from pop2 to pop1 vs. pop1 to pop2',b'0',b'258',b'1',b'2016-08-24T21:30:14.250',N/A,b'24932',N/A
51007,2,N/A,b'2016-08-24T21:30:14.250',N/A,51002,N/A,b'0',N/A,b'1',b'2016-08-24T21:30:14.250',N/A,b'4108',N/A
51022,1,b'51023',b'2016-08-25T10:14:10.533',b'1',N/A,b'Difference in variance of Cys in protein sequences',b'4',b'46',b'0',b'2016-08-25T22:33:32.360',N/A,b'8835',b'2016-08-29T21:32:18.203'
51023,2,N/A,b'2016-08-25T10:46:51.137',N/A,51022,N/A,b'4',N/A,b'1',b'2016-08-25T10:46:51.137',N/A,b'4142',N/A
51048,2,N/A,b'2016-08-26T10:15:04.797',N/A,46274,N/A,b'0',N/A,b'1',b'2016-08-26T10:15:04.797',N/A,b'1739',N/A
51052,1,N/A,b'2016-08-26T15:02:06.613',b'0',N/A,b'Why is a screening process required in selection from a genomic DNA library?',b'5',b'139',b'0',b'2016-08-26T21:59:51.550',N/A,b'17437',N/A
51063,1,N/A,b'2016-08-27T07:08:41.563',b'0',N/A,b'Why is RAS undruggable?',b'3',b'167',b'1',b'2016-08-27T07:08:41.563',N/A,b'21535',N/A
51104,2,N/A,b'2016-08-28T16:46:20.577',N/A,2668,N/A,b'0',N/A,b'0',b'2016-08-28T16:46:20.577',N/A,b'806',N/A
51126,1,N/A,b'2016-08-29T09:53:18.167',b'2',N/A,b'How can you band wheat chromosomes using Giemsa dye?',b'1',b'107',b'4',b'2020-04-03T18:02:15.297',b'1',b'26006',N/A
51130,2,N/A,b'2016-08-29T16:09:58.343',N/A,10162,N/A,b'0',N/A,b'4',b'2018-06-27T17:27:25.867',N/A,b'25568',N/A
51138,2,N/A,b'2016-08-29T18:27:31.850',N/A,51126,N/A,b'0',N/A,b'0',b'2016-10-21T05:46:58.983',N/A,b'25944',N/A
51155,1,N/A,b'2016-08-30T08:43:35.803',b'2',N/A,b'Is it possible to identify a particular gene sequence from next gen sequencing techniques (especially RNA-seq )?',b'0',b'74',b'2',b'2016-09-29T21:43:21.360',b'1',b'23288',N/A
51162,2,N/A,b'2016-08-30T14:27:17.487',N/A,51155,N/A,b'0',N/A,b'0',b'2016-08-30T14:27:17.487',N/A,b'12923',N/A
51167,1,N/A,b'2016-08-30T17:08:23.120',b'1',N/A,b'Find Mutations Frequencies by Cancer Type',b'3',b'114',b'1',b'2016-08-30T19:46:10.127',N/A,b'14587',N/A
51175,2,N/A,b'2016-08-30T19:46:10.127',N/A,51167,N/A,b'1',N/A,b'2',b'2016-08-30T19:46:10.127',N/A,b'5144',N/A
51179,2,N/A,b'2016-08-30T23:24:42.510',N/A,9120,N/A,b'1',N/A,b'1',b'2016-08-30T23:24:42.510',N/A,b'26059',N/A
51189,2,N/A,b'2016-08-31T09:41:40.710',N/A,48635,N/A,b'0',N/A,b'5',b'2016-08-31T09:41:40.710',N/A,b'25944',N/A
51190,2,N/A,b'2016-08-31T11:48:44.840',N/A,9120,N/A,b'0',N/A,b'4',b'2016-08-31T11:48:44.840',N/A,b'20449',N/A
51205,2,N/A,b'2016-09-01T04:15:45.063',N/A,41053,N/A,b'0',N/A,b'1',b'2016-09-01T04:15:45.063',N/A,b'25046',N/A
51276,1,N/A,b'2016-09-04T13:29:14.477',b'0',N/A,b'Can this system of mutual promoting and repressing proteins be simulated using Gillespie algorithm?',b'3',b'19',b'0',b'2016-09-04T13:29:14.477',N/A,b'25588',N/A
51277,1,b'51626',b'2016-09-04T16:05:17.250',b'1',N/A,b'How correlated are the lengths of tendons in different part of a human body?',b'0',b'79',b'1',b'2019-06-18T00:27:01.920',N/A,b'630',N/A
51304,1,b'51316',b'2016-09-06T04:54:29.497',b'3',N/A,b'SNPs in the Human Genome',b'0',b'2043',b'4',b'2019-11-11T16:11:40.650',b'1',b'26187',N/A
51307,1,N/A,b'2016-09-06T06:49:24.367',b'2',N/A,b'Common mistakes when sequencing?',b'0',b'88',b'2',b'2016-09-06T22:45:17.163',N/A,b'24578',N/A
51308,2,N/A,b'2016-09-06T06:56:32.217',N/A,51304,N/A,b'0',N/A,b'0',b'2016-09-06T06:56:32.217',N/A,b'22887',N/A
51309,2,N/A,b'2016-09-06T07:30:09.953',N/A,51307,N/A,b'2',N/A,b'0',b'2016-09-06T07:30:09.953',N/A,b'4142',N/A
51310,1,N/A,b'2016-09-06T09:11:48.173',b'1',N/A,b'miRNA analysis just using BLAST against mirbase.org',b'0',b'512',b'3',b'2016-09-07T06:55:37.657',N/A,b'26190',N/A
51312,2,N/A,b'2016-09-06T11:08:15.017',N/A,51310,N/A,b'6',N/A,b'3',b'2016-09-07T06:55:37.657',N/A,b'3340',N/A
51314,1,b'51323',b'2016-09-06T13:39:39.050',b'1',N/A,b'What sequences are between adjacent genes?',b'2',b'116',b'2',b'2016-09-06T19:29:08.197',N/A,b'15109',N/A
51315,2,N/A,b'2016-09-06T13:48:11.747',N/A,51304,N/A,b'0',N/A,b'0',b'2016-09-06T13:48:11.747',N/A,b'5144',N/A
51316,2,N/A,b'2016-09-06T14:17:59.317',N/A,51304,N/A,b'4',N/A,b'3',b'2016-09-12T03:00:46.600',N/A,b'4108',N/A
51323,2,N/A,b'2016-09-06T19:23:19.173',N/A,51314,N/A,b'3',N/A,b'2',b'2016-09-06T19:29:08.197',N/A,b'3340',N/A
51324,1,N/A,b'2016-09-06T19:55:23.883',b'3',N/A,b'Gene expression for mathematicians: where to start?',b'0',b'177',b'3',b'2016-09-08T00:49:03.030',N/A,b'26199',N/A
51325,2,N/A,b'2016-09-06T20:27:35.167',N/A,51324,N/A,b'0',N/A,b'3',b'2016-09-07T13:37:12.863',N/A,b'4108',N/A
51327,1,b'51357',b'2016-09-06T21:28:22.827',b'1',N/A,b'Correct term for initially neutral mutations that subsequently cannot be reversed',b'3',b'83',b'3',b'2017-04-06T03:00:20.863',N/A,b'26188',N/A
51328,2,N/A,b'2016-09-06T22:45:17.163',N/A,51307,N/A,b'0',N/A,b'1',b'2016-09-06T22:45:17.163',N/A,b'5148',N/A
51332,1,N/A,b'2016-09-07T04:50:56.350',b'0',N/A,b'Difference between curated publications and additional publications in nextProt database?',b'0',b'33',b'1',b'2016-09-07T04:50:56.350',N/A,b'21186',N/A
51345,1,N/A,b'2016-09-07T16:03:08.133',b'1',N/A,b'Why do we need two markers to measure a recombination rate?',b'0',b'92',b'4',b'2016-09-13T21:31:38.283',N/A,b'26216',N/A
51347,2,N/A,b'2016-09-07T16:47:04.790',N/A,51345,N/A,b'1',N/A,b'3',b'2016-09-07T16:47:04.790',N/A,b'4108',N/A
51351,2,N/A,b'2016-09-07T17:42:06.130',N/A,51324,N/A,b'1',N/A,b'1',b'2016-09-07T17:42:06.130',N/A,b'19894',N/A
51357,2,N/A,b'2016-09-07T22:38:44.340',N/A,51327,N/A,b'0',N/A,b'1',b'2016-09-07T22:38:44.340',N/A,b'26227',N/A
51362,2,N/A,b'2016-09-08T00:49:03.030',N/A,51324,N/A,b'0',N/A,b'1',b'2016-09-08T00:49:03.030',N/A,b'14946',N/A
51387,1,N/A,b'2016-09-08T15:07:56.437',b'0',N/A,b'Method to estimate age of a variant from genotype data',b'4',b'38',b'1',b'2016-09-08T15:07:56.437',N/A,b'26243',N/A
51395,1,N/A,b'2016-09-08T18:35:21.667',b'1',N/A,b'How to convert PDB file of Amino Acids to rotamer tuples list of all AAs instances',b'7',b'97',b'0',b'2016-09-08T21:35:11.327',b'1',b'25748',N/A
51400,2,N/A,b'2016-09-08T21:35:11.327',N/A,51395,N/A,b'4',N/A,b'-1',b'2016-09-08T21:35:11.327',N/A,b'22057',N/A
51416,1,N/A,b'2016-09-09T18:07:20.043',b'1',N/A,b'Collecting virgin fruit flies',b'2',b'940',b'0',b'2016-09-10T15:05:02.217',N/A,b'26262',b'2016-09-11T19:01:42.067'
51418,2,N/A,b'2016-09-09T19:22:43.660',N/A,51416,N/A,b'0',N/A,b'1',b'2016-09-09T19:22:43.660',N/A,b'1590',N/A
51468,1,b'51503',b'2016-09-11T16:46:32.047',b'2',N/A,b'What could I call such nucleic-acid-Sequence? A sort of palindromic sequence? is there any term called mirror repeat?',b'5',b'358',b'3',b'2016-09-13T16:16:58.507',b'1',b'25568',N/A
51471,1,b'51477',b'2016-09-11T18:00:46.370',b'1',N/A,"b'The meaning of the ""Score"" in ScanProsite'",b'0',b'205',b'0',b'2016-09-11T21:58:05.540',N/A,N/A,N/A
51477,2,N/A,b'2016-09-11T21:58:05.540',N/A,51471,N/A,b'2',N/A,b'1',b'2016-09-11T21:58:05.540',N/A,b'22872',N/A
51483,1,N/A,b'2016-09-12T01:37:27.197',b'2',N/A,"b""how did we breed after the fusion ? and why can't we bread with chimps?""",b'0',b'125',b'0',b'2016-09-12T17:23:35.050',N/A,b'26298',b'2016-09-15T06:28:19.360'
51485,2,N/A,b'2016-09-12T03:00:18.080',N/A,51483,N/A,b'1',N/A,b'0',b'2016-09-12T03:00:18.080',N/A,b'23585',N/A
51503,2,N/A,b'2016-09-12T14:30:37.790',N/A,51468,N/A,b'8',N/A,b'3',b'2016-09-12T20:10:22.540',N/A,b'26307',N/A
51504,1,N/A,b'2016-09-12T14:50:42.230',b'0',N/A,b'Interpreting Allele frequency and allele count',b'1',b'573',b'1',b'2016-09-12T14:50:42.230',N/A,b'26309',N/A
51510,2,N/A,b'2016-09-12T17:23:35.050',N/A,51483,N/A,b'0',N/A,b'1',b'2016-09-12T17:23:35.050',N/A,b'5148',N/A
51516,1,b'51517',b'2016-09-12T19:00:29.210',b'1',N/A,"b'How to write a palindrome sequence as-wish (create, theoretically) ? (self-answered)'",b'0',b'544',b'1',b'2016-09-19T14:14:05.063',b'1',b'25568',N/A
51517,2,N/A,b'2016-09-12T19:00:29.210',N/A,51516,N/A,b'7',N/A,b'1',b'2016-09-19T14:14:05.063',N/A,b'25568',N/A
51521,1,b'53597',b'2016-09-12T20:05:29.833',b'1',N/A,"b'Is there any disease in adult human, other-than cancer, which-is resulted from mutation?'",b'16',b'197',b'4',b'2018-01-05T00:15:45.590',b'3',b'25568',N/A
51526,1,b'55428',b'2016-09-12T23:30:46.133',b'1',N/A,b'largest bootstrap support',b'0',b'64',b'3',b'2017-01-20T09:28:31.440',N/A,b'15756',N/A
51529,1,b'51534',b'2016-09-13T05:31:41.090',b'1',N/A,b'Are there any chromosomal/molecular difference in following human reproductive- traits?',b'0',b'32',b'-1',b'2016-09-13T08:02:42.563',b'1',b'25568',b'2020-02-13T08:16:52.700'
51534,2,N/A,b'2016-09-13T08:02:42.563',N/A,51529,N/A,b'1',N/A,b'1',b'2016-09-13T08:02:42.563',N/A,b'26325',N/A
51536,2,N/A,b'2016-09-13T09:46:25.047',N/A,51468,N/A,b'5',N/A,b'2',b'2016-09-13T09:56:09.817',N/A,b'22057',N/A
51555,2,N/A,b'2016-09-14T02:13:47.887',N/A,35833,N/A,b'0',N/A,b'0',b'2016-09-14T02:13:47.887',N/A,b'17617',N/A
51576,2,N/A,b'2016-09-14T16:29:57.180',N/A,43463,N/A,b'1',N/A,b'3',b'2016-09-14T16:29:57.180',N/A,b'24995',N/A
51611,1,b'51622',b'2016-09-16T09:45:16.577',b'2',N/A,b'What are the odds of being an albino human and have Down syndrome?',b'0',b'2456',b'4',b'2018-06-25T17:11:53.663',N/A,b'26393',N/A
51622,2,N/A,b'2016-09-16T16:03:30.720',N/A,51611,N/A,b'1',N/A,b'5',b'2018-06-25T16:57:03.847',N/A,b'4108',N/A
51623,2,N/A,b'2016-09-16T16:07:02.927',N/A,51611,N/A,b'4',N/A,b'10',b'2016-09-18T20:59:16.203',N/A,b'26404',N/A
51626,2,N/A,b'2016-09-16T18:27:29.327',N/A,51277,N/A,b'0',N/A,b'3',b'2016-09-18T21:00:56.857',N/A,b'26404',N/A
51676,2,N/A,b'2016-09-18T21:43:54.893',N/A,47777,N/A,b'0',N/A,b'1',b'2016-09-18T21:43:54.893',N/A,b'26404',N/A
51683,2,N/A,b'2016-09-19T07:30:33.147',N/A,50867,N/A,b'0',N/A,b'1',b'2016-09-19T07:30:33.147',N/A,b'4142',N/A
51689,1,N/A,b'2016-09-19T09:54:24.180',b'0',N/A,b'Calculate signifficance of SNP in specific trinucleotides',b'4',b'42',b'2',b'2016-09-19T15:56:39.400',b'0',b'26455',b'2016-09-26T07:36:28.990'
51706,2,N/A,b'2016-09-19T21:53:22.127',N/A,50755,N/A,b'0',N/A,b'1',b'2016-09-19T22:07:38.193',N/A,b'806',N/A
51707,2,N/A,b'2016-09-19T22:53:55.523',N/A,50755,N/A,b'0',N/A,b'1',b'2016-10-20T17:10:19.730',N/A,b'5148',N/A
51723,1,N/A,b'2016-09-20T12:06:40.113',b'1',N/A,b'Do all microRNA isoforms need to be known and sequenced to obtain microRNA expression?',b'1',b'165',b'2',b'2017-07-19T06:19:22.953',b'1',b'26478',N/A
51725,1,b'51966',b'2016-09-20T14:28:44.023',b'1',N/A,"b'Self-thinning: slope of log (biomass) vs log (density) is -1/2 whereas slope of log (weight) vs log (density) is -3/2, why?'",b'8',b'180',b'4',b'2016-12-13T08:55:36.460',b'1',b'26480',N/A
51737,2,N/A,b'2016-09-20T23:12:21.720',N/A,50867,N/A,b'1',N/A,b'0',b'2016-09-21T16:33:55.093',N/A,b'26493',N/A
51740,1,b'51759',b'2016-09-21T00:42:50.830',b'1',N/A,b'Phylogenetic algorithms: How to interpret multiple ML trees from the same dataset?',b'2',b'172',b'1',b'2016-09-21T22:05:27.880',N/A,b'17118',N/A
51743,2,N/A,b'2016-09-21T07:20:52.907',N/A,50867,N/A,b'1',N/A,b'0',b'2016-09-21T07:20:52.907',N/A,b'26497',N/A
51759,2,N/A,b'2016-09-21T22:05:27.880',N/A,51740,N/A,b'3',N/A,b'1',b'2016-09-21T22:05:27.880',N/A,b'107',N/A
51800,1,N/A,b'2016-09-23T11:37:02.427',b'1',N/A,b'Do house keeping genes vary across tissue',b'1',b'105',b'1',b'2016-09-23T11:44:52.743',N/A,b'17225',N/A
51801,2,N/A,b'2016-09-23T11:44:52.743',N/A,51800,N/A,b'0',N/A,b'1',b'2016-09-23T11:44:52.743',N/A,b'5144',N/A
51804,1,N/A,b'2016-09-23T12:10:50.773',b'0',N/A,b'RNA-Seq library normalization and experimental setup',b'1',b'52',b'1',b'2016-09-25T18:53:44.337',b'0',b'17225',N/A
51840,1,N/A,b'2016-09-24T22:43:12.883',b'2',N/A,b'Gene vs. Protein Expression Assays',b'0',b'2604',b'2',b'2016-09-25T00:21:21.077',b'1',b'17576',N/A
51842,2,N/A,b'2016-09-24T23:21:41.570',N/A,51840,N/A,b'0',N/A,b'1',b'2016-09-24T23:21:41.570',N/A,b'948',N/A
